date,follower_count
2026-03-31,1021
2026-03-31,1021
2026-04-01,1022
2026-04-01,1022
2026-04-01,1020
2026-04-01,1020
2026-04-01,1021
2026-04-01,1021
2026-04-02,1019
2026-04-02,1020
2026-04-02,1020
2026-04-02,1019
2026-04-02,1019
2026-04-02,1019
2026-04-03,1018
2026-04-03,1017
2026-04-03,1018
2026-04-03,1018
2026-04-03,1017
2026-04-03,1018
2026-04-04,1022
2026-04-04,1022
2026-04-04,1024
2026-04-04,1024
2026-04-04,1023
2026-04-04,1023
2026-04-04,1023
2026-04-04,1024
2026-04-04,1025
2026-04-05,1026
2026-04-05,1026
2026-04-05,1029
2026-04-05,1029
2026-04-05,1031
2026-04-06,1031
2026-04-06,1031
2026-04-06,1031
2026-04-06,1031
2026-04-06,1031
2026-04-06,1031
2026-04-07,1031
2026-04-07,1031
2026-04-07,1030
2026-04-07,1030
2026-04-07,1030
2026-04-07,1030
2026-04-07,1030
2026-04-07,1032
2026-04-07,1034
2026-04-08,1035
2026-04-08,1035
2026-04-08,1037
2026-04-08,1037
2026-04-08,1036
2026-04-08,1040
2026-04-09,1042
2026-04-09,1042
2026-04-09,1042
2026-04-09,1041
2026-04-09,1041
2026-04-09,1042
2026-04-10,1043
2026-04-10,1043
2026-04-10,1043
2026-04-10,1044
2026-04-10,1045
2026-04-10,1045
2026-04-11,1045
2026-04-11,1045
2026-04-11,1048
2026-04-11,1048
2026-04-11,1048
2026-04-11,1046
2026-04-12,1046
2026-04-12,1045
2026-04-12,1045
2026-04-12,1045
2026-04-12,1045
2026-04-12,1046
2026-04-13,1048
2026-04-13,1048
2026-04-13,1046
2026-04-13,1049
2026-04-13,1049
2026-04-13,1049
2026-04-14,1050
2026-04-14,1050
2026-04-14,1051
2026-04-14,1052
2026-04-14,1053
2026-04-14,1053
2026-04-15,1054
2026-04-15,1054
2026-04-15,1056
2026-04-15,1057
2026-04-15,1060
2026-04-15,1061
2026-04-16,1062
2026-04-16,1061
2026-04-16,1062
2026-04-16,1062
2026-04-16,1061
2026-04-16,1061
2026-04-17,1059
2026-04-17,1060
2026-04-17,1060
2026-04-17,1061
2026-04-17,1062
2026-04-17,1061
2026-04-17,1061
2026-04-18,1061
2026-04-18,1061
2026-04-18,1060
2026-04-18,1060
2026-04-18,1060
2026-04-18,1061
2026-04-18,1061
2026-04-18,1059
2026-04-19,1060
2026-04-19,1060
2026-04-19,1060
2026-04-19,1060
2026-04-19,1060
2026-04-19,1060
2026-04-20,1059
2026-04-20,1057
2026-04-20,1058
2026-04-20,1057
2026-04-20,1058
2026-04-20,1058
2026-04-21,1058
2026-04-21,1059
2026-04-21,1059
2026-04-21,1061
2026-04-21,1061
2026-04-21,1060
2026-04-22,1061
2026-04-22,1061
2026-04-22,1061
2026-04-22,1062
2026-04-22,1062
2026-04-22,1062
2026-04-23,1063
2026-04-23,1063
2026-04-23,1066
2026-04-23,1066
2026-04-23,1067
2026-04-23,1068
2026-04-24,1068
2026-04-24,1068
2026-04-24,1068
2026-04-24,1072
2026-04-24,1074
2026-04-24,1075
2026-04-24,1075
2026-04-24,1075
2026-04-24,1075
2026-04-25,1075
2026-04-25,1075
2026-04-25,1076
2026-04-25,1076
2026-04-25,1076
2026-04-25,1079
2026-04-26,1079
2026-04-26,1079
2026-04-26,1079
2026-04-26,1081
2026-04-26,1080
2026-04-26,1080
2026-04-27,1081
2026-04-27,1082
2026-04-27,1082
2026-04-27,1083
2026-04-27,1084
2026-04-27,1085
2026-04-28,1085
2026-04-28,1086
2026-04-28,1086
2026-04-28,1088
2026-04-28,1088
2026-04-28,1090
2026-04-29,1093
2026-04-29,1094
2026-04-29,1093
2026-04-29,1094
2026-04-29,1097
2026-04-29,1098
2026-04-30,1100
2026-04-30,1099
2026-04-30,1100
2026-04-30,1100
2026-04-30,1101
2026-04-30,1102
2026-05-01,1104
2026-05-01,1105
2026-05-01,1109
2026-05-01,1110
2026-05-01,1111
2026-05-01,1111
2026-05-01,1111
2026-05-02,1110
2026-05-02,1113
2026-05-02,1118
2026-05-02,1120
2026-05-02,1124
2026-05-02,1126
2026-05-03,1126
2026-05-03,1127
2026-05-03,1131
2026-05-03,1133
2026-05-03,1133
2026-05-03,1133
2026-05-03,1133
2026-05-04,1133
2026-05-04,1133
2026-05-04,1133
2026-05-04,1135
2026-05-04,1134
2026-05-04,1134
2026-05-05,1133
2026-05-05,1134
2026-05-05,1135
2026-05-05,1135
2026-05-05,1139
2026-05-05,1138
2026-05-06,1140
2026-05-06,1140
2026-05-06,1140
2026-05-06,1141
2026-05-06,1145
2026-05-06,1145
2026-05-07,1146
2026-05-07,1148
2026-05-07,1150
2026-05-07,1152
2026-05-07,1153
2026-05-07,1153
2026-05-08,1154
2026-05-08,1154
2026-05-08,1155
2026-05-08,1156
2026-05-08,1157
2026-05-08,1157
2026-05-09,1156
2026-05-09,1156
2026-05-09,1159
2026-05-09,1157
2026-05-09,1157
2026-05-09,1158
2026-05-10,1161
2026-05-10,1162
2026-05-10,1164
2026-05-10,1164
2026-05-10,1164
2026-05-10,1165
2026-05-11,1166
2026-05-11,1166
2026-05-11,1170
2026-05-11,1170
2026-05-11,1170
2026-05-11,1170
2026-05-12,1169
2026-05-12,1169
2026-05-12,1171
2026-05-12,1173
2026-05-12,1174
2026-05-12,1175
2026-05-13,1175
2026-05-13,1176
2026-05-13,1176
2026-05-13,1178
2026-05-13,1178
2026-05-13,1179
2026-05-14,1181
2026-05-14,1181
2026-05-14,1183
2026-05-14,1183
2026-05-14,1185
2026-05-15,1186
2026-05-15,1187
2026-05-15,1188
2026-05-15,1188
2026-05-15,1188
2026-05-15,1190
2026-05-16,1190
2026-05-16,1190
2026-05-16,1190
2026-05-16,1191
2026-05-16,1192
2026-05-16,1193
2026-05-17,1193
2026-05-17,1194
2026-05-17,1197
2026-05-17,1199
2026-05-17,1199
2026-05-17,1202
2026-05-18,1203
2026-05-18,1205
2026-05-18,1205
2026-05-18,1208
2026-05-18,1207
2026-05-18,1207
2026-05-19,1207
2026-05-19,1207
2026-05-19,1207
2026-05-19,1210
2026-05-19,1213
2026-05-19,1213
2026-05-20,1213
2026-05-20,1213
2026-05-20,1213
2026-05-20,1214
2026-05-20,1216
2026-05-20,1216
2026-05-20,1216
2026-05-21,1216
2026-05-21,1212
2026-05-21,1213
2026-05-21,1212
2026-05-21,1212
2026-05-21,1213
2026-05-22,1213
2026-05-22,1214
2026-05-22,1216
2026-05-22,1216
2026-05-22,1216
2026-05-22,1215
2026-05-23,1217
2026-05-23,1218
2026-05-23,1218
2026-05-23,1218
2026-05-23,1219
2026-05-23,1219
2026-05-24,1227
2026-05-24,1227
2026-05-24,1228
2026-05-24,1231
2026-05-24,1232
2026-05-24,1232
2026-05-25,1235
2026-05-25,1235
2026-05-25,1234
2026-05-25,1238
2026-05-25,1238
2026-05-25,1240
2026-05-26,1239
2026-05-26,1238
2026-05-26,1239
2026-05-26,1242
2026-05-27,1243
2026-05-27,1243
2026-05-27,1249
2026-05-27,1253
2026-05-27,1253
2026-05-28,1253
2026-05-28,1254
2026-05-28,1256
2026-05-28,1260
2026-05-28,1259
2026-05-28,1259
2026-05-28,1260
2026-05-29,1260
2026-05-29,1260
2026-05-29,1262
2026-05-29,1264
2026-05-29,1266
2026-05-29,1267
2026-05-30,1269
2026-05-30,1273
2026-05-30,1279
2026-05-30,1286
2026-05-30,1290
2026-05-30,1291
2026-05-31,1294
