key,like_count,comment_count
n69b39903becf,104,14
n21dd471f9048,86,53
nd04ec566e0fa,68,6
n469099432bdd,107,26
n9450056f0e5c,38,12
n2c3e26df3ddb,98,21
n685667fec2f0,120,41
n85c5e77da5fe,53,16
nc25fbae234fc,33,12
n15071008147a,126,29
nd62c186ee481,97,8
n705a2a75ee22,113,17
n5f2ff345950e,71,6
n74754f456571,73,8
n115e357b0886,33,2
n9a8d2d3cb01a,104,18
ne61d9ae8e0ef,33,0
n13b2cbf7ee8d,106,24
nc6fc72fb472a,86,28
n0c55a12b67ea,55,8
ne4e3d9047fac,81,13
n30e22adee7c1,33,10
n8c4193b9a83b,101,16
n958b2a19abe7,81,60
n9ce0e412752b,79,24
n3c5a222bbdc0,68,4
n4c0b641a9ca7,64,14
n5967aa85fd75,79,21
ned10d1f212f2,73,23
n825d5d8e444b,93,15
n0f6a0f063c59,95,10
n1bacdd612743,71,12
n18afb0f0dd3e,60,13
nd07747bcccb8,41,0
n42e2a55ca087,64,12
n375c3759c00d,77,20
n214255c6ab42,70,10
n3af08324bf26,75,10
ndb83a7078b74,28,4
n1bbffee249d1,38,1
n0f142362d071,122,0
n5ed6ff60f100,62,10
nd3297a3cf083,71,14
n6ac327ffa14c,59,6
nd744a7ae2150,59,6
ne9d32b5585f7,71,1
n9ba164e1dd62,72,4
nc11e174c4b40,51,8
nde49264b9b6f,31,18
nec571fa98694,91,6
n134601b57dbd,56,6
n2bb80e7a56c1,56,1
nf828cc1f10fc,89,9
nc7d631313d66,67,4
nffd2e23c0871,29,2
nb1425482f6a3,56,0
n6334ef73b4ff,80,19
n70721ec459db,68,10
n45e8c92df922,55,10
ncaf80b6400f1,67,8
ne5314e17103f,67,13
n4c105591898e,56,10
nfb2243c752a8,41,24
n19010751eec0,65,8
n5558a4acf48b,92,15
n7f80a6aafb3c,84,16
n39e0e0e51002,108,8
n5ba92d87b1fe,40,6
nefdc1f139512,76,4
nb5da8a17e6de,88,2
n5699cadb5d5c,79,18
n497b0cf1ec32,126,19
n4960b0e988ed,117,0
n28c1574ec01f,90,2
nf61677b73123,165,10
n97746e7e5893,113,2
n990df38aab54,95,8
n33e3c3863799,78,3
nbbc01ede8c5f,89,2
n5338b03653c8,75,6
n234a5c45f0a9,82,0
na701d82a6f74,862,186
n2ce80e40cd84,37,9
n74866ab7d974,106,6
na9f7c9d979a7,129,8
nde9807976547,111,4
nceb115a43e7a,46,2
nc0965c1a5747,46,0
n62715c625cc8,88,6
n2b41d6fb0997,38,12
n10f2027693f1,55,0
nb22bfb5e3679,72,6
nd9ef03594a3c,101,2
n2a16794027a5,31,2
n21ae8a21a1eb,124,0
n6475948cc3ee,113,13
n4f0ed7cf90c3,86,6
n969732eca297,43,6
n552d16f68de3,127,2
nac5bd332b70e,33,0
nff0bea561a3e,42,2
n5bd1464f29f8,71,0
n860455096fb3,52,4
n1dc4fd00a11e,38,4
nafc785c21e52,53,0
nd49024123fc1,41,8
n0fe30ea53448,37,2
nc119a2df65b1,236,16
n742a73bb580f,66,4
n779c0520c2c6,21,2
n37f8773ddd8e,31,2
n1e72e4935c69,38,10
nbfffc455fd21,48,4
n3f6adbda1d6b,23,0
n732ab70be001,36,0
n4c134546bce8,38,1
nd517b7f0cd2e,82,4
n08adc720072e,50,4
na4f712ebd8c3,36,1
ne5db80d5a100,83,1
n707aa25e63ba,50,2
n480ba1f0f964,26,0
nf2f659d72007,36,0
n6e6ebeabe960,33,5
n1584dc171972,67,1
n82273af9a338,96,0
n452e9867f6a3,539,15
n8afb3716f2d3,39,0
n62f4c5a10c6a,138,9
