key,like_count,comment_count
nf081b69d1269,52,13
n4bff25a27f6b,78,9
n4687c43c9fb1,122,18
n5f03f4dfa5cd,79,13
nf5b73de61893,40,9
n599072cc475a,52,19
n23b8b2b772bf,67,25
nf391f426eb6a,174,17
n088953ffc236,40,8
n4aeb17ddc4db,96,25
n8b276f74a5e0,143,24
n91bd17f5b9a0,62,13
nd91fe5955320,48,20
n674804dc9d35,55,17
naf9f212058b0,253,22
n327ffb34cab1,84,19
n4005e30205df,35,17
nb501f1d322d9,87,27
n0a64009bbfe0,43,14
n12dec82d64d6,76,12
n8e996ee2688d,43,18
n59e350cc1773,48,17
n33e2053944c7,64,17
n7e5538589e26,55,21
nc77b5ef186e1,42,22
n785ece7a4c81,34,9
na74b00f65d05,77,18
nc826acc47168,71,19
nd3e2263ac1aa,42,17
nb0694c7a042c,60,14
naa331a073d56,40,21
n053d78239f8e,83,17
nc5798485f95a,35,15
n6b86563e68ca,32,17
nbc2a552b56e0,65,17
nbf585f0bdb49,35,10
n71cd2b09b1ff,34,21
n58c40b7429dc,30,15
ne1be53f961c5,40,14
n26c2a404e724,47,9
n1a4638bf4761,29,22
n0224a43b2ed6,69,27
nc59625658b5c,62,24
n649bd263a151,43,15
nbd57524d2e4e,30,17
nbad35081e1f1,41,8
n20298792cbab,29,7
n6981eee4349c,44,13
n88c67c7de291,38,17
n7b7b519403c0,32,13
n3c740605a8bf,41,23
n39d7ef01bfb0,34,23
