magazine_key,owner_urlname,is_jointly_managed,name
mc6810aa41870,supertoraneko,True,共同マガジン『AI-LA（アイラ）』
mc085f157d924,shio_batapopcorn,True,ダークファンタジー好き集まれ【深淵図書館】共同運営マガジン
m1fb06cd6a61d,modern_holly38,True,ダルメイFC
m5ca7834167a4,hunk_shuntana,False,AI動画制作記録：塩化ビニール系女子
m0cd44e79ff42,hunk_shuntana,False,自由に生きてく記事まとめ
m96728bd6b208,maiyu_x_ai,True,『OASOBI会』 共同運営マガジン
m41ec40571d1b,hunk_shuntana,False,短篇小説『あの年の日記』まとめ
m3e65203d0f1f,hunk_shuntana,False,ミニカーの情景写真にハマる
m499406ebba23,hunk_shuntana,False,『ファッションセンターいまさら』記事まとめ
